Gene	Bc	Ac	Cc	Ai	Bi	Ci
TPRE000654	1994	2698	3559	2502	2851	3974
TPRE000655	1642	1772	2231	1721	1849	2193
TPRE000656	1441	2064	2574	1929	2240	2467
TPRE000657	1006	1154	843	754	820	1003
TPRE000658	800	1098	1167	900	998	1077
TPRE000659	555	487	651	538	712	679
TPRE000660	715	1049	1460	993	1187	1452
TPRE000661	405	611	699	550	518	619
TPRE000662	438	408	499	387	464	591
TPRE000663	257	342	319	254	268	347
TPRE000664	164	149	222	197	191	263
TPRE000665	1027	1168	1658	1011	1191	1447
TPRE000666	2	0	1	1	0	3
TPRE000667	2689	3230	4022	2990	3137	4124
TPRE000668	37	77	74	58	53	112
TPRE000669	27	30	49	18	40	26
TPRE000670	9966	10168	13786	9974	10801	13630
TPRE000671	7600	8498	10712	8667	10417	10889
TPRE000672	386	586	853	592	628	756
TPRE000673	260	407	428	357	381	416
TPRE000674	8504	13919	17581	10209	11970	13691
TPRE000675	335	500	643	456	446	557
TPRE000676	1707	1517	1713	1341	1474	1761
TPRE000677	899	890	1578	1061	1083	1562
TPRE000678	3081	4846	6828	4388	5219	5993
TPRE000679	1346	1610	1431	1038	1397	1399
TPRE000680	0	0	0	0	0	0
TPRE000681	0	0	0	0	0	0
TPRE000682	3757	5136	6733	3605	4442	4965
TPRE000683	15	5	10	33	23	21
TPRE000684	684	425	805	676	689	849
TPRE000685	11	11	31	16	16	28
TPRE000686	1542	2137	2264	1673	2027	1931
TPRE000687	0	0	0	0	0	0
TPRE000688	69	97	101	84	84	165
TPRE000689	771	815	859	677	710	833
TPRE000690	1298	1353	1402	1142	1329	1600
TPRE000691	904	1112	1395	914	1111	1341
TPRE000692	128	74	121	83	69	124
TPRE000693	2360	2114	2317	1896	2151	2617
TPRE000694	301	362	403	339	355	440
TPRE000695	1381	917	1196	951	1285	1082
TPRE000696	63	69	69	78	74	142
TPRE000697	1098	1047	1451	868	1034	1277
TPRE000698	301	530	691	434	460	616
TPRE000699	0	0	0	0	1	0
TPRE000700	0	0	0	0	0	2
TPRE000701	7	17	12	17	16	10
TPRE000702	0	0	0	0	0	0
TPRE000703	0	0	0	0	0	0
TPRE000704	0	0	0	0	0	0
TPRE000705	2137	3240	4283	2908	3420	3336
TPRE000706	254	124	254	211	242	194
TPRE000707	600	1201	1085	690	829	805
TPRE000708	86	105	114	77	77	160
TPRE000709	104	96	140	112	123	103
TPRE000710	1366	1107	1560	1304	1407	2111
TPRE000711	1475	1592	1679	1240	1325	1701
TPRE000712	1018	1614	1875	1219	1420	1446
TPRE000713	4390	5307	4664	3363	3726	4492
TPRE000714	0	0	0	0	1	0
TPRE000715	0	0	0	0	2	0
TPRE000716	0	1	2	0	1	0
TPRE000717	0	0	0	0	0	0
TPRE000718	2726	4377	5761	3540	4236	4481
TPRE000719	1230	1812	2117	1445	1667	1983
TPRE000720	3506	5086	5907	4114	3469	6182
TPRE000721	617	403	466	257	262	482
TPRE000722	11	10	17	33	8	15
TPRE000723	2325	2573	2715	1930	2306	2598
TPRE000724	224	58	101	72	76	100
TPRE000725	504	779	1119	630	926	816
TPRE000726	850	513	962	752	920	1097
TPRE000727	523	593	671	491	538	706
TPRE000728	1734	2246	2246	1795	2068	2273
TPRE000729	2112	2273	2975	2278	2489	3247
TPRE000730	861	1040	1558	1065	1173	1549
TPRE000731	333	329	458	375	433	494
TPRE000732	272	354	398	303	351	402
TPRE000733	6505	4079	6427	5777	4783	9290
TPRE000734	6417	9385	14084	9939	10486	15846
TPRE000735	446	436	555	411	433	516
TPRE000736	1570	1814	2208	1682	1919	2143
TPRE000737	982	958	1204	958	913	1501
TPRE000738	1481	1229	1632	1291	1562	1681
TPRE000739	32	81	73	69	67	91
TPRE000740	708	297	483	308	287	453
TPRE000741	797	1049	879	1070	875	1430
TPRE000742	5201	5129	5360	4223	4429	5694
TPRE000743	2226	2200	2538	1773	1861	2608
TPRE000744	1768	1011	1325	1221	1045	1940
TPRE000745	62	54	76	73	54	106
TPRE000746	5	9	10	4	10	18
TPRE000747	60	55	55	29	60	62
TPRE000748	1257	1457	2549	1910	1890	2731
TPRE000749	169	128	185	137	117	279
TPRE000750	1440	2108	2852	1981	2254	2641
TPRE000751	2539	4060	5394	3371	4109	4317
TPRE000752	680	524	733	621	686	741
TPRE000753	531	347	512	607	537	666
TPRE000754	6683	6966	11253	7217	9234	8927
TPRE000755	0	1	1	0	2	4
TPRE000756	357	575	561	494	741	663
TPRE000757	1449	1918	1936	1390	1638	1700
TPRE000758	1399	1416	1669	1211	1395	1762
TPRE000759	8050	4439	5587	4179	4554	5546
TPRE000760	1248	1532	1602	1369	1562	1737
TPRE000761	21	30	42	41	22	74
TPRE000762	2535	1494	3139	2563	2729	3617
TPRE000763	292	130	272	231	261	238
TPRE000764	0	0	0	0	0	0
TPRE000765	148	131	166	135	193	200
TPRE000766	484	650	678	441	579	639
TPRE000767	18	15	37	25	44	35
TPRE000768	860	797	803	696	741	972
TPRE000769	1469	1867	1978	1408	1571	1753
TPRE000770	1483	1847	2326	1590	1692	2264
TPRE000771	1	21	15	15	13	21
TPRE000772	50	55	94	82	73	94
TPRE000773	3976	3938	4126	3505	3787	4615
TPRE000774	1617	1297	1668	1292	1563	1746
TPRE000775	2040	1542	1879	1445	1619	1797
TPRE000776	1015	868	977	842	926	1019
TPRE000777	602	716	834	699	811	942
TPRE000778	2681	1914	2492	1983	2226	2721
TPRE000779	4837	5211	6074	4531	4943	5581
TPRE000780	792	1262	1233	881	976	1215
TPRE000781	6660	10149	12207	7657	9708	10114
TPRE000782	2837	2426	2564	2444	2120	3516
TPRE000783	1609	1813	1801	1453	1523	1782
TPRE000784	224	230	244	223	257	259
TPRE000785	1437	2162	2443	1719	1966	2313
TPRE000786	3597	4494	4886	3727	4331	5239
TPRE000787	4413	5562	5897	4443	4886	5408
TPRE000788	775	998	1080	753	1052	1066
TPRE000789	936	1282	1911	1400	1425	1842
TPRE000790	9499	14475	18588	11985	13580	15480
TPRE000791	160	155	209	202	127	296
TPRE000792	4509	2908	4035	3188	3133	5209
TPRE000793	1004	1343	1752	1314	1376	1532
TPRE000794	22968	10643	11569	10170	10033	13869
TPRE000795	1424	1931	1892	1485	1566	1834
TPRE000796	708	762	590	556	614	750
TPRE000797	2315	2195	2671	1721	2097	2949
TPRE000798	358	394	469	338	395	479
TPRE000799	143	105	130	91	82	110
TPRE000800	443	554	513	459	491	583
TPRE000801	4151	4325	5485	4747	5629	6038
TPRE000802	541	379	619	520	503	778
TPRE000803	1391	1866	2144	1472	1741	1837
TPRE000804	798	640	1058	806	789	1278
TPRE000805	126	159	246	188	250	257
TPRE000806	1643	1473	2846	1345	1313	2428
TPRE000807	1848	2353	2451	1815	2213	2421
TPRE000808	0	0	3	2	3	1
TPRE000809	1	0	0	0	0	3
TPRE000810	1569	1689	2078	1998	2066	2527
TPRE000811	10972	9483	11418	9204	9146	14085
TPRE000812	2	0	3	1	1	6
TPRE000813	355	275	316	299	338	410
TPRE000814	533	726	777	579	718	792
TPRE000815	341	573	672	440	556	630
TPRE000816	801	575	1240	548	988	746
TPRE000817	749	880	983	745	775	947
TPRE000818	417	447	988	593	693	1063
TPRE000819	79	104	189	169	263	230
TPRE000820	2105	3421	4546	3525	4037	5360
TPRE000821	2226	1762	2537	2141	2182	2933
TPRE000822	1310	600	679	638	681	986
TPRE000823	3114	2403	2258	1998	2274	2750
TPRE000824	198	166	192	154	157	239
TPRE000825	1	2	11	0	3	5
TPRE000826	816	724	931	699	870	921
TPRE000827	1015	1282	1592	1058	1348	1463
TPRE000828	205	259	306	196	241	280
TPRE000829	124	133	165	138	154	204
TPRE000830	395	466	633	456	574	634
TPRE000831	32	45	65	44	46	60
TPRE000832	5	1	0	0	4	2
TPRE000833	785	352	793	68	202	141
TPRE000834	6	2	0	4	0	1
TPRE000835	1070	1455	1494	1179	1343	1428
TPRE000836	1558	2113	2638	2048	2066	2844
TPRE000837	3082	4268	7330	5050	5494	7765
TPRE000838	34	20	83	42	77	105
TPRE000839	61	78	132	76	83	181
TPRE000840	1255	702	1045	979	982	1473
TPRE000841	818	505	743	620	736	854
TPRE000842	1155	1755	2062	1545	1749	1686
TPRE000843	1936	2644	2979	2120	2522	2754
TPRE000844	990	1201	1234	951	1100	1258
TPRE000845	96	139	231	152	152	214
TPRE000846	16	26	40	18	29	35
TPRE000847	0	0	4	0	1	2
TPRE000848	0	0	0	0	0	0
TPRE000849	4	3	1	1	3	3
TPRE000850	223	57	157	176	254	179
TPRE000851	776	890	1140	877	875	1095
TPRE000852	1452	1555	1626	1328	1632	1666
TPRE000853	2400	761	1089	866	1048	994
TPRE000854	893	1476	1283	898	1058	1222
TPRE000855	3782	2377	3794	2532	3295	3112
TPRE000856	586	789	820	631	683	898
TPRE000857	20	13	30	35	19	25
TPRE000858	469	748	684	540	531	667
TPRE000859	502	811	717	520	556	654
TPRE000860	886	1221	1153	839	1028	1177
TPRE000861	638	549	1013	756	983	1240
TPRE000862	0	0	0	0	0	0
TPRE000863	3	3	13	5	4	6
TPRE000864	0	0	0	0	0	0
TPRE000865	2063	2770	2691	1952	2451	2939
TPRE000866	1149	1602	1867	1309	1472	1668
TPRE000867	1331	759	1338	1349	1596	1764
TPRE000868	1464	1465	1881	1426	1471	1864
TPRE000869	1136	1102	1157	975	1241	1363
TPRE000870	687	555	601	489	559	733
TPRE000871	23707	19457	26277	19343	21669	26667
TPRE000872	2676	2045	3280	2450	2489	3408
TPRE000873	2899	3841	5979	4286	4825	5967
TPRE000874	2673	3261	3750	2610	2760	3556
TPRE000875	618	725	827	652	795	924
TPRE000876	3243	3928	4761	3696	3428	4995
TPRE000877	0	0	0	0	0	3
TPRE000878	31	99	64	78	55	92
TPRE000879	17	24	30	26	23	58
TPRE000880	2067	3081	3227	2260	2611	3133
TPRE000881	2464	4135	5467	3471	4003	4513
TPRE000882	3061	1942	1886	1648	1766	2346
TPRE000883	4	18	4	9	15	5
TPRE000884	1135	1249	1725	1326	1386	1682
TPRE000885	1559	1825	2093	1390	1649	1963
TPRE000886	1153	1418	1594	1433	1415	1909
TPRE000887	3033	3273	3667	2766	3012	3600
TPRE000888	1726	1904	2371	1888	1966	2791
TPRE000889	975	1202	1348	932	1091	1377
TPRE000890	9524	9141	10692	8054	8316	11059
TPRE000891	797	762	1126	904	949	1250
TPRE000892	692	909	905	647	839	874
TPRE000893	663	693	823	617	807	770
TPRE000894	317	378	447	358	418	387
TPRE000895	4820	2677	2952	2662	2720	5177
TPRE000896	2447	2327	2546	2138	2681	2917
TPRE000897	15138	19567	23718	15933	18769	21877
TPRE000898	51	33	25	24	36	28
TPRE000899	1060	660	1236	799	1005	1183
TPRE000900	702	919	876	615	817	880
TPRE000901	1064	1051	1522	1286	1454	1846
TPRE000902	19	26	50	31	22	37
TPRE000903	985	842	1037	753	921	1078
TPRE000904	106	121	190	170	219	239
TPRE000905	0	0	0	0	4	2
TPRE000906	186	145	276	208	219	257
TPRE000907	128	148	262	189	211	232
TPRE000908	246	283	453	311	432	438
TPRE000909	0	0	2	0	2	0
TPRE000910	109	19	65	50	55	66
TPRE000911	17	9	15	17	23	7
TPRE000912	1190	1138	1440	1076	1154	1516
TPRE000913	2646	2021	2388	1989	1968	3049
TPRE000914	276	472	305	431	406	535
TPRE000915	152	204	133	249	227	411
TPRE000916	12	9	12	5	7	5
TPRE000917	18	0	7	15	9	7
TPRE000918	27201	9220	12021	11062	11453	13494
TPRE000919	35	12	14	14	18	21
TPRE000920	6514	8050	8441	6921	6780	10568
TPRE000921	97	83	127	111	87	197
TPRE000922	28	16	45	35	25	30
TPRE000923	2759	1580	3071	2058	2047	3358
TPRE000924	4663	3232	5077	3819	3532	5021
TPRE000925	290	412	522	307	333	396
TPRE000926	1335	654	1004	724	870	927
TPRE000927	697	440	469	420	454	536
TPRE000928	62916	19068	22077	19533	21023	22777
TPRE000929	2700	3623	5092	3526	3815	4921
TPRE000930	3966	4469	4691	3802	4196	5090
TPRE000931	5093	2570	2944	2553	2725	2997
TPRE000932	945	992	1231	1126	1048	1250
TPRE000933	209	145	246	203	187	277
TPRE000934	889	1065	1309	1059	1057	1512
TPRE000935	2170	3170	4168	2860	3213	3555
TPRE000936	942	1177	1726	1089	1333	1588
TPRE000937	1804	2298	2776	2020	2125	2460
TPRE000938	3443	4079	4071	2696	3072	4206
TPRE000939	0	0	0	0	1	0
TPRE000940	5733	9424	11589	7628	8762	9527
TPRE000941	719	833	793	649	745	910
TPRE000942	1300	1349	1913	1397	1656	2105
TPRE000943	5614	6749	6631	4592	5490	6936
TPRE000944	3641	1394	2528	1794	2065	2165
TPRE000945	49	50	64	33	24	31
TPRE000946	1549	2073	2351	1540	1720	1994
TPRE000947	248	203	208	232	222	250
TPRE000948	141	63	116	73	87	124
TPRE000949	448	678	618	440	566	638
TPRE000950	9405	10718	11675	9199	10034	11744
TPRE000951	207	220	244	210	237	243
TPRE000952	916	1178	1280	1062	1390	1529
TPRE000953	6789	3293	6134	5463	5677	6914
TPRE000954	719	770	801	633	648	988
TPRE000955	1360	1483	1578	1263	1430	1707
TPRE000956	3582	4900	6124	4854	4554	6547
TPRE000957	1551	1818	2473	1651	1773	2268
TPRE000958	0	0	0	0	0	0
TPRE000959	536	1054	1342	730	964	869
TPRE000960	0	0	0	1	0	1
TPRE000961	616	590	548	434	468	636
TPRE000962	805	437	558	339	244	728
TPRE000963	2848	3167	3422	2707	3021	3450
TPRE000964	585	412	479	470	477	558
TPRE000965	1311	1415	1630	1233	1351	1720
TPRE000966	1853	3128	4016	2821	3231	3818
TPRE000967	894	1335	1646	1220	1240	1811
TPRE000968	0	0	0	0	0	0
TPRE000969	723	796	476	718	1055	1317
TPRE000970	1638	1522	1677	1382	1531	1884
TPRE000971	908	802	817	606	772	843
TPRE000972	743	739	636	548	650	725
TPRE000973	1844	2667	3559	1871	2394	2480
TPRE000974	12956	14912	15499	10929	12579	15079
TPRE000975	15846	7210	8807	7831	8124	8645
TPRE000976	1268	1449	1863	1255	1487	1737
TPRE000977	10933	15996	17432	11443	12558	14806
TPRE000978	151	235	254	190	204	236
TPRE000979	168	165	357	149	174	233
TPRE000980	296	478	467	405	387	456
TPRE000981	26972	11475	13101	11517	11452	16036
TPRE000982	1048	1185	1564	1106	1241	1537
TPRE000983	900	583	1224	705	646	1051
TPRE000984	556	778	816	703	815	873
TPRE000985	2592	3008	3965	2737	2816	4325
TPRE000986	1609	1536	2393	1860	1972	2371
TPRE000987	2	2	8	15	8	13
TPRE000988	736	1165	1298	859	1080	1231
TPRE000989	3983	5108	6134	5371	5211	7490
TPRE000990	1795	2684	3425	2143	2562	2480
TPRE000991	49	71	132	109	100	159
TPRE000992	175	214	310	289	245	376
TPRE000993	316	278	369	324	343	362
TPRE000994	2971	2688	2891	2427	2480	2955
TPRE000995	741	1091	1288	892	936	1134
TPRE000996	365	420	455	317	370	381
TPRE000997	835	1092	1615	1105	1163	1398
TPRE000998	837	841	1181	1113	1099	1794
TPRE000999	914	1257	1514	1162	1241	1594
TPRE001000	516	552	679	577	591	644
TPRE001001	478	560	504	376	442	560
TPRE001002	0	0	0	0	0	0
TPRE001003	430	907	1040	720	808	750
TPRE001004	98	175	147	123	121	97
TPRE001005	7	25	13	11	12	36
TPRE001006	5423	9136	10347	8990	10075	11398
TPRE001007	1220	1422	1857	1448	1428	1930
TPRE001008	6809	6425	9250	6699	6902	9590
TPRE001009	2133	2625	3872	2327	2306	3549
TPRE001010	0	1	0	1	0	6
TPRE001011	389	719	558	677	646	702
TPRE001012	0	0	0	0	0	0
TPRE001013	984	1895	2254	1349	1578	1697
TPRE001014	0	0	0	0	0	0
TPRE001015	0	0	0	0	0	0
TPRE001016	5627	9054	9402	6125	6549	8219
TPRE001017	377	740	795	408	592	598
TPRE001018	941	1115	1253	1009	1110	1305
TPRE001019	187	222	253	203	204	242
TPRE001020	299	423	364	327	298	355
TPRE001021	3766	3435	3441	2712	2916	3743
TPRE001022	98	0	1	31	10	35
TPRE001023	121	135	206	142	125	182
TPRE001024	116	144	219	153	204	215
TPRE001025	1024	1344	1667	1245	1239	1678
TPRE001026	79	109	131	136	91	125
TPRE001027	1034	904	1058	628	683	998
TPRE001028	3621	4439	5321	3691	4245	5049
TPRE001029	2139	2348	2634	1898	2407	2934
TPRE001030	0	0	5	1	2	0
TPRE001031	0	1	1	2	4	1
TPRE001032	809	959	940	680	841	904
TPRE001033	5	13	6	2	8	10
TPRE001034	180	104	180	100	138	159
TPRE001035	296	216	293	209	240	324
TPRE001036	3377	3569	4166	3523	3808	4850
TPRE001037	888	1190	986	665	835	1028
TPRE001038	1296	2001	2002	1166	1453	1523
TPRE001039	89	59	102	97	127	137
TPRE001040	0	0	0	0	0	1
TPRE001041	163	155	168	145	124	222
TPRE001042	4939	6354	9253	5937	7042	8250
TPRE001043	1464	1588	1888	1434	1631	1973
TPRE001044	98	23	145	196	518	257
TPRE001045	775	910	1261	988	1064	1150
TPRE001046	2542	3778	4305	2757	3444	3483
TPRE001047	0	5	1	1	0	4
TPRE001048	375	391	608	445	472	630
TPRE001049	2254	3166	3808	2820	3243	3870
TPRE001050	1193	1748	2127	1594	1809	2230
TPRE001051	1	0	3	1	0	0
TPRE001052	3108	1330	2279	1896	1759	2264
TPRE001053	5	5	8	2	3	4
TPRE001054	237	498	616	323	382	370
TPRE001055	0	0	0	1	0	0
TPRE001056	3303	2234	3410	2314	2270	2905
TPRE001057	4809	4485	5686	4565	4535	6533
TPRE001058	335	354	535	360	398	437
TPRE001059	2222	1870	2421	2032	2048	2954
TPRE001060	1965	2128	2383	2010	2208	2751
TPRE001061	944	1074	1078	842	901	1183
TPRE001062	17	19	38	16	12	25
TPRE001063	120	155	180	111	131	205
TPRE001064	15	30	37	26	17	37
TPRE001065	56	76	84	53	72	83
TPRE001066	2150	2857	3627	3022	3409	4096
TPRE001067	556	796	897	584	730	891
TPRE001068	522	393	585	489	498	581
TPRE001069	184	269	334	308	330	400
TPRE001070	31	22	38	35	29	34
TPRE001071	424	110	317	392	559	601
TPRE001072	759	676	939	621	878	870
TPRE001073	526	833	945	564	797	957
TPRE001074	629	907	863	692	868	1027
TPRE001075	4456	5971	8632	5841	7061	8460
TPRE001076	1187	1422	1487	1151	1255	1401
TPRE001077	578	841	1058	758	875	899
TPRE001078	1121	517	566	441	551	839
TPRE001079	487	502	1035	688	760	1055
TPRE001080	690	547	591	654	626	681
TPRE001081	2836	3428	5378	4037	4511	6125
TPRE001082	653	1000	1183	871	1027	1113
TPRE001083	3	0	9	12	7	4
TPRE001084	2	8	13	4	5	5
TPRE001085	813	1188	1839	1075	1235	1372
TPRE001086	22	51	80	55	47	74
TPRE001087	60	72	119	108	79	105
TPRE001088	68	3	1	11	12	13
TPRE001089	591	910	1248	841	893	1012
TPRE001090	676	343	590	564	474	1020
TPRE001091	12803	18972	16979	10811	12300	15998
TPRE001092	1149	1311	1882	1382	1691	2122
TPRE001093	1	2	1	0	0	2
TPRE001094	15	14	33	27	41	47
TPRE001095	313	270	431	341	355	493
TPRE001096	2212	2176	2968	2562	3245	4255
TPRE001097	850	802	878	748	736	922
TPRE001098	48	0	0	2	2	6
TPRE001099	330	403	578	391	424	754
TPRE001100	5	12	22	20	13	26
TPRE001101	5	13	6	10	6	5
TPRE001102	879	1025	1575	988	1328	1791
TPRE001103	0	0	0	0	0	0
TPRE001104	0	1	1	6	6	6
TPRE001105	3271	3871	4662	3169	3960	5142
TPRE001106	517	645	627	530	560	803
TPRE001107	699	490	1136	761	738	1017
TPRE001108	2335	2236	3037	2441	3308	3083
TPRE001109	979	1323	1926	1475	1508	1802
TPRE001110	172	137	296	184	148	286
TPRE001111	0	0	0	0	0	0
TPRE001112	0	11	8	13	10	7
TPRE001113	3879	2796	4098	2911	2631	4211
TPRE001114	4851	4032	5294	4212	4326	5933
TPRE001115	935	579	635	526	628	880
TPRE001116	1005	541	1748	66	54	72
TPRE001117	336	365	367	278	349	367
TPRE001118	5168	7864	11160	7593	9463	9541
TPRE001119	3166	5670	6204	3394	4602	5209
TPRE001120	887	753	1045	875	1008	1142
TPRE001121	1733	1214	1316	1072	1048	1487
TPRE001122	618	521	522	410	500	627
TPRE001123	220	240	311	266	346	415
TPRE001124	20058	7512	15849	11310	10867	18721
TPRE001125	736	998	1268	976	963	1502
TPRE001126	0	0	0	1	0	2
TPRE001127	7464	225	221	448	488	278
TPRE001128	4647	2607	2999	2318	2303	3401
TPRE001129	3473	3663	4327	2780	3258	4042
TPRE001130	178	325	317	227	277	307
TPRE001131	556	483	594	398	598	661
TPRE001132	37	8	97	65	69	119
TPRE001133	2490	2101	2309	2051	2365	2835
TPRE001134	1194	1196	1260	1084	1376	1476
TPRE001135	1626	2041	2372	1647	1989	2218
TPRE001136	454	570	730	515	520	703
TPRE001137	29	42	95	73	77	81
TPRE001138	855	1041	1557	946	1085	1263
TPRE001139	389	464	905	512	620	661
TPRE001140	141	148	239	125	189	150
TPRE001141	9	0	9	5	1	10
TPRE001142	1785	907	1612	1365	1154	1863
TPRE001143	25	21	21	34	31	27
TPRE001144	25344	8024	16688	12044	17522	15487
TPRE001145	9	10	10	34	13	58
TPRE001146	668	1301	1903	1144	1398	1382
TPRE001147	1662	1895	2951	2050	2611	2503
TPRE001148	2080	2647	3051	2201	2545	2833
TPRE001149	222	272	205	185	208	256
TPRE001150	0	0	0	1	0	0
TPRE001151	0	0	0	0	0	0
TPRE001152	0	0	0	0	0	0
TPRE001153	0	7	0	0	3	0
TPRE001154	0	0	0	0	0	0
TPRE001155	0	0	0	0	0	0
TPRE001156	2	2	4	1	2	1
TPRE001157	0	0	2	2	1	0
TPRE001158	3243	3424	4024	3354	3410	4555
TPRE001159	2092	2850	3726	2751	2997	3803
TPRE001160	83	84	99	69	95	169
TPRE001161	1368	882	1253	1214	1262	1535
TPRE001162	985	489	945	867	778	1050
TPRE001163	6133	7322	9926	7362	8143	10765
TPRE001164	767	461	1276	583	740	747
TPRE001165	3124	2549	4992	3309	4033	4192
TPRE001166	345	275	366	386	425	461
TPRE001167	269	94	226	198	173	260
TPRE001168	5539	9649	12006	6954	8113	9513
TPRE001169	2037	2493	3008	2070	2267	3153
TPRE001170	3635	5533	8680	5375	6603	7262
TPRE001171	2122	3064	3534	2631	2622	3706
TPRE001172	260	290	491	367	389	570
TPRE001173	4628	8586	9509	10560	10059	14992
TPRE001174	431	629	737	559	646	775
TPRE001175	115	115	197	139	165	234
TPRE001176	1116	1176	2086	1447	1529	2166
TPRE001177	0	0	0	0	0	0
TPRE001178	0	0	0	0	0	0
TPRE001179	59	59	98	91	70	89
TPRE001180	1302	1386	1332	1095	1287	1498
TPRE001181	50	31	43	28	20	43
TPRE001182	915	1700	2185	1125	1602	1555
TPRE001183	0	3	2	0	1	1
TPRE001184	181	220	234	260	234	468
TPRE001185	59	158	114	134	134	139
TPRE001186	36	5	6	9	10	15
TPRE001187	36	25	46	62	44	55
TPRE001188	7915	8841	13585	9997	10621	14101
TPRE001189	800	1352	2121	1082	1453	1420
TPRE001190	5872	5305	4677	4362	4846	6092
TPRE001191	1487	1914	2237	1568	1661	2139
TPRE001192	1146	1504	1678	1435	1176	1664
TPRE001193	1016	1133	1043	724	1004	1022
TPRE001194	0	0	0	1	2	0
TPRE001195	7683	8023	11049	7731	8471	11512
TPRE001196	4470	7174	11334	6653	8379	9240
TPRE001197	4073	5618	7671	5166	5300	7464
TPRE001198	318	447	605	373	453	586
TPRE001199	154	136	225	206	252	291
TPRE001200	1	0	4	6	1	9
TPRE001201	2882	3290	3557	2720	3130	3351
TPRE001202	2969	3088	3846	3084	3168	4181
TPRE001203	4	3	4	5	6	6
TPRE001204	643	826	799	575	709	815
TPRE001205	7112	4454	6392	5830	6036	9487
TPRE001206	732	915	1563	1140	1152	1546
TPRE001207	3910	4794	5023	3104	3646	4148
TPRE001208	24104	31661	37755	34450	33927	45143
TPRE001209	0	0	0	0	1	0
TPRE001210	0	3	0	0	1	0
TPRE001211	816	1142	1140	736	789	1030
TPRE001212	1638	2074	2233	1453	1757	1951
TPRE001213	3	4	9	3	0	2
TPRE001214	1791	3078	4218	2509	3033	3330
TPRE001215	19288	9435	10084	8615	8718	11974
TPRE001216	2896	2472	3410	2322	2457	3250
TPRE001217	7978	11250	10498	6213	7460	8606
TPRE001218	585	450	908	690	719	836
TPRE001219	211	491	231	234	157	265
TPRE001220	7916	12203	13203	7926	9304	10706
TPRE001221	41	0	1	3	9	3
TPRE001222	130	42	103	115	157	190
TPRE001223	166	316	382	255	238	450
TPRE001224	3	0	1	6	2	0
TPRE001225	4	7	2	0	1	11
TPRE001226	2845	3425	5927	3947	4347	5546
TPRE001227	123	110	144	82	116	111
TPRE001228	189	333	294	210	256	311
TPRE001229	1970	2446	3035	2205	2463	3275
TPRE001230	7462	6883	10499	7156	6460	10370
TPRE001231	2434	2973	3445	2373	2749	3472
TPRE001232	191	171	306	216	198	277
TPRE001233	1063	916	1238	857	1156	1349
TPRE001234	2317	1824	2498	1330	1924	1332
TPRE001235	3549	3943	5058	3688	3785	5347
TPRE001236	7927	12333	14360	9178	10742	11620
TPRE001237	2412	3212	3927	2491	2941	3731
TPRE001238	836	709	1109	913	1002	1214
TPRE001239	513	493	478	346	421	573
TPRE001240	407	425	526	438	442	580
TPRE001241	607	539	558	438	509	665
TPRE001242	1211	1821	1984	1397	1867	1877
TPRE001243	0	0	0	0	0	0
TPRE001244	0	0	0	0	0	0
TPRE001245	0	0	0	0	0	0
TPRE001246	2624	3670	4715	3192	3823	4161
TPRE001247	308	147	318	235	263	327
TPRE001248	3026	4055	5835	4049	4161	5984
TPRE001249	9	1	0	0	2	1
TPRE001250	528	611	877	628	650	832
TPRE001251	1945	2252	3316	2207	2325	3678
TPRE001252	5313	5689	8142	5814	6130	9693
TPRE001253	6	11	29	23	16	29
TPRE001254	4	9	24	22	13	23
TPRE001255	45	1	0	14	7	25
TPRE001256	0	0	0	0	0	2
TPRE001257	709	850	1181	902	866	1285
TPRE001258	1190	1100	1506	1229	1372	1974
TPRE001259	939	1129	1637	1109	1372	1695
TPRE001260	167	145	238	175	202	267
TPRE001261	307	435	410	244	321	294
TPRE001262	0	0	1	1	1	1
TPRE001263	1	0	0	3	0	10
TPRE001264	1100	1063	1588	1708	1923	1969
TPRE001265	0	0	0	0	3	0
TPRE001266	23294	27809	35756	26173	25780	40341
TPRE001267	587	948	1052	800	863	1078
TPRE001268	412	500	520	514	502	538
TPRE001269	2052	2509	3840	2495	2653	3420
TPRE001270	3342	3623	4198	2121	2230	3370
TPRE001271	9486	9303	10984	7652	6821	13028
TPRE001272	1401	2185	2508	1562	1615	2134
TPRE001273	55	42	85	59	72	105
TPRE001274	0	0	0	0	0	0
TPRE001275	0	0	0	0	0	0
TPRE001278	1	6	13	7	12	3
TPRE001279	1	2	3	0	0	0
TPRE001280	11	38	23	31	32	18
TPRE001281	2683	1761	1592	1665	1536	2008
TPRE001282	595	470	573	464	531	568
TPRE001283	5738	3985	5074	4345	4324	6170
TPRE001284	245	97	194	223	199	316
TPRE001285	1052	1342	2444	1360	1655	2005
TPRE001286	2008	2919	3721	2438	2505	3723
TPRE001287	3460	5154	6482	4485	5076	6023
